,full_name,used_name,kraj,kraj_skrot,wzrost,waga,plec,data_urodz,zdj,kolor_odl,kolor_hex,kolor_rgb
1625,Isaac Elie,Isaac Elie,Sudan,SUD,185,65,Male,1928-11-24,None,brak zdj,brak zdj,brak zdj
1626,"Evert ""Eef"" Kamerbeek",Eef Kamerbeek,Netherlands,NED,189,91,Male,1934-03-17,http://d2a3o6pzho379u.cloudfront.net/73832.jpg,237.49,#a26565,"[161, 100, 100]"
1627,Bernd Cullmann,Bernd Cullmann,Germany,GER,180,71,Male,1939-10-11,http://d2a3o6pzho379u.cloudfront.net/70195.jpg,247.67,#b25959,"[177, 88, 88]"
1628,Slava Prokhorovsky,Slava Prokhorovsky,Soviet Union,URS,174,73,Male,1939-02-05,None,brak zdj,brak zdj,brak zdj
1629,"Joseph Nicholas Neville ""Nick"" Whitehead",Nick Whitehead,Great Britain,GBR,180,71,Male,1933-05-29,http://d2a3o6pzho379u.cloudfront.net/69587.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1630,"Ronald ""Ron"" Nicholson",Ron Nicholson,Great Britain,GBR,177,74,Male,1940-05-01,None,brak zdj,brak zdj,brak zdj
1631,Robbie Ian Brightwell,Robbie Brightwell,Great Britain,GBR,188,81,Male,1939-10-27,http://d2a3o6pzho379u.cloudfront.net/68915.jpg,242.73,#b9595c,"[185, 89, 92]"
1632,Pier Giorgio Cazzola,Pier Giorgio Cazzola,Italy,ITA,183,79,Male,1937-03-04,http://d2a3o6pzho379u.cloudfront.net/71911.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1633,Guido De Murtas,Guido De Murtas,Italy,ITA,174,72,Male,1936-02-05,None,brak zdj,brak zdj,brak zdj
1634,Sergio Eliseo Ottolina,Sergio Ottolina,Italy,ITA,174,68,Male,1942-11-23,http://d2a3o6pzho379u.cloudfront.net/72070.jpg,224.77,#ac6b6b,"[172, 107, 107]"
1635,Emilio Romero Nicolsin,Emilio Romero,Venezuela,VEN,167,65,Male,1937-05-28,None,brak zdj,brak zdj,brak zdj
1636,Héctor Thomas Martínez,Héctor Thomas,Venezuela,VEN,178,80,Male,1938-10-10,http://d2a3o6pzho379u.cloudfront.net/79294.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1637,Paul Lewis Winder,Paul Winder,United States,USA,173,73,Male,1937-11-30,http://d2a3o6pzho379u.cloudfront.net/923419.jpg,262.58,#895959,"[136, 89, 89]"
1638,"Siegmar Karl ""Sig"" Ohlemann",Sig Ohlemann,Canada,CAN,187,72,Male,1938-05-11,http://d2a3o6pzho379u.cloudfront.net/66199.jpg,180.14,#b28c8c,"[178, 139, 139]"
1639,George Andrew Shepherd,George Shepherd,Canada,CAN,183,74,Male,1938-04-23,http://d2a3o6pzho379u.cloudfront.net/66240.jpg,261.41,#b24855,"[178, 71, 85]"
1640,Werner Schaufelberger,Werner Schaufelberger,Switzerland,SUI,170,71,Male,1935-01-12,http://d2a3o6pzho379u.cloudfront.net/75897.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1641,Marcel Stadelmann,Marcel Stadelmann,Switzerland,SUI,181,71,Male,1941-05-23,None,brak zdj,brak zdj,brak zdj
1642,Gustav Schlosser,Gustav Schlosser,Switzerland,SUI,175,68,Male,1939-08-18,None,brak zdj,brak zdj,brak zdj
1643,Keiji Ogushi,Keiji Ogushi,Japan,JPN,173,63,Male,1934-04-03,http://d2a3o6pzho379u.cloudfront.net/72567.jpg,321.34,#b12222,"[177, 34, 34]"
1644,Takayuki Okazaki,Takayuki Okazaki,Japan,JPN,168,57,Male,1940-03-28,http://d2a3o6pzho379u.cloudfront.net/72572.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1645,Yukishige Yasuma,Yukishige Yasuma,Japan,JPN,167,51,Male,1938-03-25,http://d2a3o6pzho379u.cloudfront.net/72677.jpg,298.8,#c53030,"[196, 47, 47]"
1646,Ioannis Komitoudis,Ioannis Komitoudis,Greece,GRE,181,74,Male,1938-01-03,None,brak zdj,brak zdj,brak zdj
1647,Konstantinos Lolos,Konstantinos Lolos,Greece,GRE,170,63,Male,1938-02-11,None,brak zdj,brak zdj,brak zdj
1648,Leonidas Kormalis,Leonidas Kormalis,Greece,GRE,175,63,Male,1932-11-06,None,brak zdj,brak zdj,brak zdj
1649,Dimitrios Manglaras,Dimitrios Manglaras,Greece,GRE,178,69,Male,1940-06-03,None,brak zdj,brak zdj,brak zdj
1650,Muhammad Yaqub,Muhammad Yaqub,Pakistan,PAK,178,68,Male,1926-08-17,http://d2a3o6pzho379u.cloudfront.net/74437.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1651,Smart Ekiyegha-Akraka,Smart Akraka,Nigeria,NGR,170,64,Male,1934-04-13,http://d2a3o6pzho379u.cloudfront.net/73995.jpg,300.21,#c42f2f,"[195, 46, 46]"
1652,Adebayo Oladapo,Adebayo Oladapo,Nigeria,NGR,170,60,Male,1940-08-28,None,brak zdj,brak zdj,brak zdj
1653,Adrian Amah,Adrian Amah,Nigeria,NGR,180,78,Male,1939-07-31,None,brak zdj,brak zdj,brak zdj
1654,Jassim Karim Kuraishi,Jassim Karim,Iraq,IRQ,175,68,Male,1938-08-14,None,brak zdj,brak zdj,brak zdj
1655,Abdul Sattar Abdul Razzak,Abdul Sattar Abdul Razzak,Iraq,IRQ,178,70,Male,1932-01-01,None,brak zdj,brak zdj,brak zdj
1656,Remegio Vicente Vista,Remegio Vista,Philippines,PHI,159,53,Male,1934-05-25,None,brak zdj,brak zdj,brak zdj
1657,Rogelio P. Onofre,Rogelio Onofre,Philippines,PHI,174,59,Male,1939-12-12,http://d2a3o6pzho379u.cloudfront.net/74525.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1658,Claro Alpe Pellosis,Claro Pellosis,Philippines,PHI,162,54,Male,1934-11-28,http://d2a3o6pzho379u.cloudfront.net/74543.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1659,Abdul Ghafar Ghafoori,Abdul Ghafar Ghafoori,Afghanistan,AFG,172,70,Male,1937-09-15,None,brak zdj,brak zdj,brak zdj
1660,Habib Zareef Sayed,Habib Sayed,Afghanistan,AFG,170,58,Male,1936-12-18,None,brak zdj,brak zdj,brak zdj
1661,Boonsong Arjtaweekul,Boonsong Arjtaweekul,Thailand,THA,169,55,Male,1936-09-02,http://d2a3o6pzho379u.cloudfront.net/76773.jpg,166.28,#c3978c,"[195, 151, 139]"
1662,Prajim Wongsuwan,Prajim Wongsuwan,Thailand,THA,171,64,Male,1938-08-13,http://d2a3o6pzho379u.cloudfront.net/76826.jpg,173.41,#be9288,"[189, 146, 136]"
1663,Gadi Ado,Gadi Ado,Uganda,UGA,173,61,Male,1940-06-14,None,brak zdj,brak zdj,brak zdj
1664,Jorem Ochana,Jorem Ochana,Uganda,UGA,176,71,Male,1935-06-21,None,brak zdj,brak zdj,brak zdj
1665,Józef Szmidt (-Schmidt),Józef Szmidt,Poland,POL,184,77,Male,1935-03-28,http://d2a3o6pzho379u.cloudfront.net/74833.jpg,307.9,#aa2d2e,"[170, 45, 46]"
1666,Jerzy Juskowiak,Jerzy Juskowiak,Poland,POL,174,65,Male,1939-05-03,None,brak zdj,brak zdj,brak zdj
1667,Andrzej Karcz,Andrzej Karcz,Poland,POL,176,68,Male,1936-12-04,None,brak zdj,brak zdj,brak zdj
1668,Andrzej Franciszek Zieliński,Andrzej Zieliński,Poland,POL,173,69,Male,1936-08-20,http://d2a3o6pzho379u.cloudfront.net/74881.jpg,241.2,#ba5b5b,"[186, 91, 91]"
1669,Guy Lagorce,Guy Lagorce,France,FRA,185,72,Male,1937-01-12,None,brak zdj,brak zdj,brak zdj
1670,Bevyn H. Baker,Bevyn Baker,Australia,AUS,175,70,Male,1937-08-08,http://d2a3o6pzho379u.cloudfront.net/64608.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1671,Richard Kevan Gosper,Kevan Gosper,Australia,AUS,188,77,Male,1933-12-19,http://d2a3o6pzho379u.cloudfront.net/64687.jpg,243.96,#cc604d,"[204, 95, 77]"
1672,Heimo Vertacnik,Heimo Vertacnik,Austria,AUT,178,68,Male,1940-06-13,None,brak zdj,brak zdj,brak zdj
1673,Heinz-Georg Georg Kamler,Heinz-Georg Kamler,Austria,AUT,183,70,Male,1942-01-07,http://d2a3o6pzho379u.cloudfront.net/923377.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1674,Richard Schwarzgruber,Richard Schwarzgruber,Austria,AUT,180,68,Male,1939-04-05,http://d2a3o6pzho379u.cloudfront.net/923378.jpg,221.32,#df7257,"[222, 114, 87]"
1675,Gert Nöster,Gert Nöster,Austria,AUT,177,74,Male,1940-04-10,http://d2a3o6pzho379u.cloudfront.net/64930.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1676,Ram Sathyanarayana,Ram Sathyanarayana,India,IND,170,68,Male,1931-05-01,None,brak zdj,brak zdj,brak zdj
1677,Virsa Singh,Virsa Singh,India,IND,179,72,Male,1933-04-16,None,brak zdj,brak zdj,brak zdj
1678,Gurbachan Singh Randhawa,Gurbachan Singh Randhawa,India,IND,183,71,Male,1939-06-06,http://d2a3o6pzho379u.cloudfront.net/71447.jpg,303.19,#ab3132,"[170, 48, 49]"
1679,Adjavon Aye,Adjavon Aye,Liberia,LBR,None,None,Male,1939-06-06,None,brak zdj,brak zdj,brak zdj
1680,Rodolfo Mijares Garza,Rodolfo Mijares,Mexico,MEX,180,75,Male,1938-07-17,http://d2a3o6pzho379u.cloudfront.net/73539.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1681,Roberto Procel,Roberto Procel,Mexico,MEX,180,76,Male,1939-07-20,None,brak zdj,brak zdj,brak zdj
1682,Jorge Terán Hernández,Jorge Terán,Mexico,MEX,178,74,Male,1935-03-22,None,brak zdj,brak zdj,brak zdj
1683,"Robert Lee ""Bob"" Hayes",Bob Hayes,United States,USA,183,86,Male,1942-12-20,http://d2a3o6pzho379u.cloudfront.net/78533.jpg,305.18,#c82b2b,"[200, 42, 42]"
1684,Wiesław Jan Maniak,Wiesław Maniak,Poland,POL,171,74,Male,1938-05-22,http://d2a3o6pzho379u.cloudfront.net/74794.jpg,243.3,#a65f5f,"[165, 94, 94]"
1685,Heinz Schumann,Heinz Schumann,Germany,GER,179,76,Male,1936-08-06,http://d2a3o6pzho379u.cloudfront.net/70503.jpg,291.33,#cf3434,"[206, 51, 51]"
1686,Gaoussou Koné,Gaoussou Koné,Côte d'Ivoire,CIV,177,68,Male,1944-04-28,None,brak zdj,brak zdj,brak zdj
1687,"Melvin ""Mel"" Pender, Jr.",Mel Pender,United States,USA,165,68,Male,1937-10-31,http://d2a3o6pzho379u.cloudfront.net/78887.jpg,242.4,#966565,"[149, 100, 100]"
1688,"Robert William ""Bob"" Lay",Bob Lay,Australia,AUS,170,65,Male,1944-03-20,http://d2a3o6pzho379u.cloudfront.net/64728.jpg,266.6,#b24b4b,"[177, 74, 74]"
1689,Pablo S. McNeil,Pablo McNeil,Jamaica,JAM,180,75,Male,1939-09-12,None,brak zdj,brak zdj,brak zdj
1690,"Lynsworth W. ""Lynn"" Headley",Lynn Headley,Jamaica,JAM,185,75,Male,1943-04-07,None,brak zdj,brak zdj,brak zdj
1691,Arquímedes Herrera,Arquímedes Herrera,Venezuela,VEN,178,76,Male,1935-08-08,None,brak zdj,brak zdj,brak zdj
1692,Hideo Iijima,Hideo Iijima,Japan,JPN,175,75,Male,1944-01-01,None,brak zdj,brak zdj,brak zdj
1693,"Trenton James ""Trent"" Jackson",Trent Jackson,United States,USA,183,79,Male,1942-02-28,http://d2a3o6pzho379u.cloudfront.net/78592.jpg,255.62,#8b5e5e,"[139, 93, 93]"
1694,Fritz Obersiebrasse,Fritz Obersiebrasse,Germany,GER,184,83,Male,1940-11-30,http://d2a3o6pzho379u.cloudfront.net/70436.jpg,322.07,#c11f1f,"[193, 31, 31]"
1695,"Manikavasagam ""Mani"" Jegathesan",Mani Jegathesan,Malaya,MAL,174,61,Male,1943-11-02,http://d2a3o6pzho379u.cloudfront.net/73363.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1696,Marian Andrzej Dudziak,Marian Dudziak,Poland,POL,181,81,Male,1941-02-02,http://d2a3o6pzho379u.cloudfront.net/74707.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1697,Iván Moreno López,Iván Moreno,Chile,CHI,168,65,Male,1942-01-14,None,brak zdj,brak zdj,brak zdj
1698,Célicien Alexandre Roger Bambuck,Roger Bambuck,France,FRA,180,75,Male,1945-11-22,http://d2a3o6pzho379u.cloudfront.net/68046.jpg,357.76,#621f19,"[97, 30, 24]"
1699,Bernard René Jean Laidebeur,Bernard Laidebeur,France,FRA,180,75,Male,1942-07-11,http://d2a3o6pzho379u.cloudfront.net/68332.jpg,247.75,#a55d5a,"[165, 93, 90]"
1700,John Owiti,John Owiti,Kenya,KEN,185,90,Male,1942-01-01,None,brak zdj,brak zdj,brak zdj
1701,Stanley Fabian Allotey,Stanley Allotey,Ghana,GHA,171,67,Male,1942-11-14,None,brak zdj,brak zdj,brak zdj
1702,"Michael Kofi ""Mike"" Ahey",Mike Ahey,Ghana,GHA,196,72,Male,1939-11-22,None,brak zdj,brak zdj,brak zdj
1703,"William Joseph ""Bill"" Earle",Bill Earle,Australia,AUS,174,65,Male,1941-03-04,http://d2a3o6pzho379u.cloudfront.net/64665.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1704,"Kenneth Lawrence ""Ken"" Powell",Ken Powell,India,IND,171,61,Male,1940-04-20,None,brak zdj,brak zdj,brak zdj
1705,"Franciscus Jacobus ""Frans"" Luitjes",Frans Luitjes,Netherlands,NED,183,72,Male,1944-06-21,http://d2a3o6pzho379u.cloudfront.net/73857.jpg,220.75,#a87070,"[167, 111, 111]"
1706,Carlos Lorenzo Mañueco,Carlos Lorenzo,Mexico,MEX,181,63,Male,1942-02-25,None,brak zdj,brak zdj,brak zdj
1707,James Odongo Oduka,James Odongo,Uganda,UGA,170,73,Male,1944-12-04,None,brak zdj,brak zdj,brak zdj
1708,José Fernandes Rocha,José Rocha,Portugal,POR,172,64,Male,1936-08-15,None,brak zdj,brak zdj,brak zdj
1709,Ito Mario Giani,Ito Giani,Italy,ITA,176,67,Male,1941-09-05,None,brak zdj,brak zdj,brak zdj
1710,László Mihályfi,László Mihályfi,Hungary,HUN,182,78,Male,1939-09-21,None,brak zdj,brak zdj,brak zdj
1711,Manfred Knickenberg,Manfred Knickenberg,Germany,GER,176,70,Male,1937-08-26,http://d2a3o6pzho379u.cloudfront.net/70343.jpg,247.81,#e15250,"[225, 81, 80]"
1712,Zbigniew Stanisław Syka,Zbigniew Syka,Poland,POL,176,71,Male,1936-03-24,None,brak zdj,brak zdj,brak zdj
1713,Johan Du Preez,Johan Du Preez,Zimbabwe,ZIM,178,75,Male,1936-07-08,None,brak zdj,brak zdj,brak zdj
1714,Wilton Jackson,Wilton Jackson,Trinidad and Tobago,TTO,170,70,Male,1935-11-15,None,brak zdj,brak zdj,brak zdj
1715,Reginald George Collie,George Collie,The Bahamas,BAH,173,70,Male,1940-12-21,http://d2a3o6pzho379u.cloudfront.net/65002.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1716,Huba Rozsnyai Czapko,Huba Rozsnyai,Hungary,HUN,173,68,Male,1942-12-14,http://d2a3o6pzho379u.cloudfront.net/71269.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1717,Bassirou Doumbia,Bassirou Doumbia,Senegal,SEN,179,67,Male,1942-05-12,None,brak zdj,brak zdj,brak zdj
1718,Gary Alfred Holdsworth,Gary Holdsworth,Australia,AUS,179,77,Male,1941-08-01,http://d2a3o6pzho379u.cloudfront.net/64705.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1719,Léon Yombe,Léon Yombe,Congo,CGO,176,70,Male,1944-04-07,None,brak zdj,brak zdj,brak zdj
1720,Jean-Louis Ravelomanantsoa,Jean-Louis Ravelomanantsoa,Madagascar,MAD,185,65,Male,1943-03-30,http://d2a3o6pzho379u.cloudfront.net/73289.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1721,Jeong Gi-Seon,Jeong Gi-Seon,Republic of Korea,KOR,167,64,Male,1937-04-25,None,brak zdj,brak zdj,brak zdj
1722,Lynn Davies,Lynn Davies,Great Britain,GBR,185,77,Male,1942-05-20,None,brak zdj,brak zdj,brak zdj
1723,Masaru Kamata,Masaru Kamata,Japan,JPN,172,67,Male,1940-04-21,None,brak zdj,brak zdj,brak zdj
1724,Abdoulaye N'Diaye,Abdoulaye N'Diaye,Senegal,SEN,163,63,Male,1941-04-28,None,brak zdj,brak zdj,brak zdj
1725,"Alfred F. ""Alf"" Meakin",Alf Meakin,Great Britain,GBR,176,77,Male,1938-08-30,None,brak zdj,brak zdj,brak zdj
1726,Francisco J. Gutiérrez Hernández,Francisco Gutiérrez,Colombia,COL,175,70,Male,1941-12-03,None,brak zdj,brak zdj,brak zdj
1727,Max Barandun,Max Barandun,Switzerland,SUI,174,70,Male,1942-10-25,None,brak zdj,brak zdj,brak zdj
1728,Alberto Sebastián Torres de la Mota,Alberto Torres,Dominican Republic,DOM,173,67,Male,1934-02-20,None,brak zdj,brak zdj,brak zdj
1729,Sara Camara,Sara Camara,Mali,MLI,179,70,Male,1940-06-18,None,brak zdj,brak zdj,brak zdj
1730,Arnulfo Vallejos Valles,Arnulfo Valles,Philippines,PHI,175,66,Male,1940-08-15,None,brak zdj,brak zdj,brak zdj
1731,Dante Gerardo di Tolla Barraza,Gerardo di Tolla,Peru,PER,171,66,Male,1943-03-31,None,brak zdj,brak zdj,brak zdj
1732,Ho Thành Chinh,Ho Thành Chinh,South Vietnam,VNM,169,60,Male,1941-12-21,None,brak zdj,brak zdj,brak zdj
1733,Levi Psavkin,Levi Psavkin,Israel,ISR,173,76,Male,1939-04-12,None,brak zdj,brak zdj,brak zdj
1734,David Njitock,David Njitock,Cameroon,CMR,175,71,Male,1942-06-17,None,brak zdj,brak zdj,brak zdj
1735,Jeffery Itzen Smith,Jeffery Smith,Zambia,ZAM,181,77,Male,1943-06-11,None,brak zdj,brak zdj,brak zdj
1736,Lee Ar-Tu,Lee Ar-Tu,Chinese Taipei,TPE,160,60,Male,1938-08-10,None,brak zdj,brak zdj,brak zdj
1737,Akbar Babakhanlou,Akbar Babakhanlou,Islamic Republic of Iran,IRI,168,60,Male,1939-08-04,None,brak zdj,brak zdj,brak zdj
1738,Rogelio Rivas Abal,Rogelio Rivas,Spain,ESP,170,65,Male,1944-08-07,None,brak zdj,brak zdj,brak zdj
1739,Wesley Momo Johnson,Wesley Johnson,Liberia,LBR,168,58,Male,1944-05-27,None,brak zdj,brak zdj,brak zdj
1740,Nikolay Politiko,Nikolay Politiko,Soviet Union,URS,180,81,Male,1937-02-06,None,brak zdj,brak zdj,brak zdj
1741,David Ejoke,David Ejoke,Nigeria,NGR,177,72,Male,1939-11-08,None,brak zdj,brak zdj,brak zdj
1742,Henry William Carr,Henry Carr,United States,USA,191,84,Male,1942-11-27,http://d2a3o6pzho379u.cloudfront.net/78203.jpg,248.45,#9a5f5f,"[153, 94, 94]"
1743,Otis Paul Drayton,Paul Drayton,United States,USA,183,73,Male,1939-05-08,http://d2a3o6pzho379u.cloudfront.net/78337.jpg,228.27,#9e6d6d,"[158, 108, 108]"
1744,Edwin Anthony Roberts,Edwin Roberts,Trinidad and Tobago,TTO,173,68,Male,1941-08-12,None,brak zdj,brak zdj,brak zdj
1745,"Richard Vaughn ""Dick"" Stebbins",Dick Stebbins,United States,USA,180,68,Male,1945-06-14,http://d2a3o6pzho379u.cloudfront.net/79091.jpg,271.77,#815555,"[129, 84, 84]"
1746,Boris Zubov,Boris Zubov,Soviet Union,URS,187,74,Male,1942-12-01,None,brak zdj,brak zdj,brak zdj
1747,Walter Menzies Campbell,Menzies Campbell,Great Britain,GBR,188,79,Male,1941-05-22,None,brak zdj,brak zdj,brak zdj
1748,Pedro Antonio Grajales Escobar,Pedro Grajales,Colombia,COL,172,72,Male,1940-06-14,None,brak zdj,brak zdj,brak zdj
1749,"Friedrich ""Fritz"" Roderfeld",Fritz Roderfeld,Germany,GER,184,72,Male,1943-07-31,http://d2a3o6pzho379u.cloudfront.net/70469.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1750,Jean-Louis Descloux,Jean-Louis Descloux,Switzerland,SUI,176,70,Male,1937-11-03,None,brak zdj,brak zdj,brak zdj
1751,Heinz Erbstößer,Heinz Erbstößer,East Germany,GDR,174,72,Male,1940-03-14,http://d2a3o6pzho379u.cloudfront.net/69779.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1752,Alioune Sow,Alioune Sow,Senegal,SEN,175,68,Male,1936-02-19,None,brak zdj,brak zdj,brak zdj
1753,Tegegne Bezabeh,Tegegne Bezabeh,Ethiopia,ETH,183,65,Male,1941-09-09,None,brak zdj,brak zdj,brak zdj
1754,Valeriu Jurcă,Valeriu Jurcă,Romania,ROU,189,75,Male,1939-04-08,None,brak zdj,brak zdj,brak zdj
1755,Ali Vahab Shahkhordeh Nejad,Vahab Shahkhordeh,Islamic Republic of Iran,IRI,164,62,Male,1936-03-16,None,brak zdj,brak zdj,brak zdj
1756,Somsak Thongsuk,Somsak Thongsuk,Thailand,THA,168,64,Male,1939-01-09,http://d2a3o6pzho379u.cloudfront.net/76816.jpg,170.5,#ba988a,"[186, 151, 137]"
1757,William Hill,William Hill,"Hong Kong, China",HKG,189,64,Male,1945-06-11,None,brak zdj,brak zdj,brak zdj
1758,Boris Alekseyevich Savchuk,Boris Savchuk,Soviet Union,URS,187,83,Male,1943-08-19,None,brak zdj,brak zdj,brak zdj
1759,Eric James Bigby,Eric Bigby,Australia,AUS,185,80,Male,1940-03-06,http://d2a3o6pzho379u.cloudfront.net/64616.jpg,199.86,#b27d7d,"[178, 124, 124]"
1760,Harold Blaine Lindgren,Blaine Lindgren,United States,USA,190,92,Male,1939-06-26,http://d2a3o6pzho379u.cloudfront.net/78704.jpg,190.08,#c18080,"[193, 128, 127]"
1761,Eddy Jean Paul Ottoz (Dimichelis-),Eddy Ottoz,Italy,ITA,179,67,Male,1944-06-03,http://d2a3o6pzho379u.cloudfront.net/72071.jpg,303.27,#b03928,"[176, 56, 39]"
1762,Giorgio Mazza,Giorgio Mazza,Italy,ITA,180,70,Male,1939-09-23,None,brak zdj,brak zdj,brak zdj
1763,Hinrich John,Hinrich John,Germany,GER,183,73,Male,1936-05-11,http://d2a3o6pzho379u.cloudfront.net/70321.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1764,Bo Erik Örjan Forssander,Bo Forssander,Sweden,SWE,186,67,Male,1942-08-02,http://d2a3o6pzho379u.cloudfront.net/76149.jpg,167.12,#b69694,"[182, 149, 147]"
1765,Lázaro Arístides Betancourt Mella,Lázaro Betancourt,Cuba,CUB,187,78,Male,1936-07-30,None,brak zdj,brak zdj,brak zdj
1766,Aleksandr Kontarev,Aleksandr Kontarev,Soviet Union,URS,180,77,Male,1938-05-18,None,brak zdj,brak zdj,brak zdj
1767,"Wilbur D. ""Willie"" Davenport",Willie Davenport,United States,USA,186,84,Male,1943-06-08,http://d2a3o6pzho379u.cloudfront.net/78295.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1768,Hirokazu Yasuda,Hirokazu Yasuda,Japan,JPN,172,66,Male,1936-05-31,None,brak zdj,brak zdj,brak zdj
1769,"John Michael ""Mike"" Parker",Mike Parker,Great Britain,GBR,187,80,Male,1938-05-02,None,brak zdj,brak zdj,brak zdj
1770,Folu Erinle,Folu Erinle,Nigeria,NGR,175,70,Male,1940-01-29,None,brak zdj,brak zdj,brak zdj
1771,"John Lawrence ""Laurie"" Taitt",Laurie Taitt,Great Britain,GBR,180,74,Male,1934-03-28,None,brak zdj,brak zdj,brak zdj
1772,"Clifford Ross ""Cliff"" Nuttall",Cliff Nuttall,Canada,CAN,184,83,Male,1940-12-31,None,brak zdj,brak zdj,brak zdj
1773,"Leopold ""Leo"" Mariën",Leo Mariën,Belgium,BEL,180,78,Male,1934-03-22,http://d2a3o6pzho379u.cloudfront.net/65243.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1774,Bernard Fournet,Bernard Fournet,France,FRA,182,68,Male,1941-11-13,None,brak zdj,brak zdj,brak zdj
1775,Werner Trzmiel,Werner Trzmiel,Germany,GER,183,74,Male,1942-03-16,http://d2a3o6pzho379u.cloudfront.net/70550.jpg,294.51,#9f4530,"[159, 69, 47]"
1776,Arnaldo Bristol Sabater,Arnaldo Bristol,Puerto Rico,PUR,180,74,Male,1945-09-11,None,brak zdj,brak zdj,brak zdj
1777,Heriberto Cruz,Heriberto Cruz,Puerto Rico,PUR,190,74,Male,1939-03-22,None,brak zdj,brak zdj,brak zdj
1778,"Bala ""Kuda"" Ditta",Kuda Ditta,Malaysia,MAS,183,73,Male,1937-02-04,None,brak zdj,brak zdj,brak zdj
1779,Akira Tanaka,Akira Tanaka,Japan,JPN,183,72,Male,1942-03-10,None,brak zdj,brak zdj,brak zdj
1780,"Walter Delville N. ""Wallie"" Babb",Wallie Babb,Zambia,ZAM,187,75,Male,1940-12-03,None,brak zdj,brak zdj,brak zdj
1781,Juan Carlos Pablo Dyrzka,Juan Carlos Dyrzka,Argentina,ARG,180,77,Male,1941-03-24,http://d2a3o6pzho379u.cloudfront.net/64413.jpg,268.47,#ce4544,"[206, 68, 67]"
1782,Virgil Okiring,Virgil Okiring,Uganda,UGA,175,67,Male,1942-09-25,None,brak zdj,brak zdj,brak zdj
1783,Christian Voigt,Christian Voigt,Germany,GER,187,78,Male,1943-12-20,None,brak zdj,brak zdj,brak zdj
1784,Edward Akika,Edward Akika,Nigeria,NGR,176,66,Male,1941-07-18,None,brak zdj,brak zdj,brak zdj
1785,Simbara Dembele Maki,Simbara Maki,Côte d'Ivoire,CIV,182,76,Male,1938-10-12,None,brak zdj,brak zdj,brak zdj
1786,Samir Ambrose Vincent,Samir Vincent,Iraq,IRQ,185,85,Male,1940-10-23,None,brak zdj,brak zdj,brak zdj
1787,Lin Kuei-Chang,Lin Kuei-Chang,Chinese Taipei,TPE,176,73,Male,1939-11-01,None,brak zdj,brak zdj,brak zdj
1788,"Gerald Howard ""Gerry"" Ashworth",Gerry Ashworth,United States,USA,180,75,Male,1942-05-01,http://d2a3o6pzho379u.cloudfront.net/78052.jpg,249.92,#9b5d5d,"[155, 92, 92]"
1789,Marian Filipiuk,Marian Filipiuk,Poland,POL,178,70,Male,1941-02-02,None,brak zdj,brak zdj,brak zdj
1790,Michel Camboulives,Michel Camboulives,France,FRA,173,68,Male,1939-07-06,None,brak zdj,brak zdj,brak zdj
1791,Patrick D. Robinson,Patrick Robinson,Jamaica,JAM,185,82,Male,1943-11-12,None,brak zdj,brak zdj,brak zdj
1792,Wellesley Kenneth Clayton,Wellesley Clayton,Jamaica,JAM,178,75,Male,1938-08-25,None,brak zdj,brak zdj,brak zdj
1793,Amin Tuyakov,Amin Tuyakov,Soviet Union,URS,None,None,Male,1937-02-12,None,brak zdj,brak zdj,brak zdj
1794,Hortensio Fucil Herrera,Hortensio Fucil,Venezuela,VEN,178,76,Male,1939-02-08,None,brak zdj,brak zdj,brak zdj
1795,Ennio Preatoni,Ennio Preatoni,Italy,ITA,184,82,Male,1944-12-11,None,brak zdj,brak zdj,brak zdj
