,full_name,used_name,kraj,kraj_skrot,wzrost,waga,plec,data_urodz,zdj,kolor_odl,kolor_hex,kolor_rgb
838,Gheorghe Csegezi,Gheorghe Csegezi,Romania,ROU,None,None,Male,1900-01-01,None,brak zdj,brak zdj,brak zdj
839,Tiberiu Rusu,Tiberiu Rusu,Romania,ROU,None,None,Male,1900-01-01,None,brak zdj,brak zdj,brak zdj
840,"Thomas Edward ""Eddie"" Tolan, Jr.",Eddie Tolan,United States,USA,170,65,Male,1908-09-29,http://d2a3o6pzho379u.cloudfront.net/79132.jpg,221.87,#967575,"[150, 116, 116]"
841,Ralph Harold Metcalfe,Ralph Metcalfe,United States,USA,180,82,Male,1910-05-29,http://d2a3o6pzho379u.cloudfront.net/78787.jpg,288.45,#755048,"[116, 80, 71]"
842,Karl Arthur Jonath,Arthur Jonath,Germany,GER,179,73,Male,1909-09-09,http://d2a3o6pzho379u.cloudfront.net/70322.jpg,282.19,#a14343,"[160, 66, 66]"
843,George Sidney Simpson,George Simpson,United States,USA,180,75,Male,1908-09-21,http://d2a3o6pzho379u.cloudfront.net/79045.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
844,"Daniel Jacobus ""Danie"" Joubert",Danie Joubert,South Africa,RSA,182,75,Male,1909-02-08,None,brak zdj,brak zdj,brak zdj
845,Takayoshi Yoshioka,Takayoshi Yoshioka,Japan,JPN,165,61,Male,1909-06-02,http://d2a3o6pzho379u.cloudfront.net/72685.jpg,176.36,#ae9090,"[173, 144, 144]"
846,Carlos Antonio Bianchi Luti,Carlos Bianchi,Argentina,ARG,183,78,Male,1910-12-19,http://d2a3o6pzho379u.cloudfront.net/64394.jpg,299.94,#d4312a,"[212, 48, 41]"
847,Allan John Elliot,Allan Elliot,New Zealand,NZL,None,None,Male,1906-02-01,http://d2a3o6pzho379u.cloudfront.net/74304.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
848,"Birchall Lewis ""Bert"" Pearson",Bert Pearson,Canada,CAN,173,67,Male,1914-04-03,None,brak zdj,brak zdj,brak zdj
849,Harold Madison Wright,Harold Wright,Canada,CAN,178,68,Male,1908-12-10,http://d2a3o6pzho379u.cloudfront.net/66286.jpg,186.0,#b98585,"[185, 133, 133]"
